# Every networked prefab the stock game ships, at one build.
# Taken from the game's own asset bundles, NOT from a running server:
# a modded server's registry holds the mod's prefabs too and would
# answer a question nobody asked.
# source Assets/Systems/_GameMain.prefab bundle d59cfac
# bundle_sha256 3e336952fee0bb40dc59b7749cfae4816e7222263dce7eda87989760c43fa767
#buildid 25253764
ArrowCarapace	-485682777
ArrowCharred	950372346
ArrowFire	-1917784535
ArrowFlint	-843447246
ArrowFrost	-641933831
ArrowIron	-1003810285
ArrowNeedle	1981231808
ArrowObsidian	343761714
ArrowPoison	-1215929287
ArrowSilver	799199670
ArrowWood	-782094582
AshCrow	-462474485
Ashland_Stair	1084633047
Ashland_Steepstair	-571355724
AshlandsBranch1	2011351767
AshlandsBranch2	2011351770
AshlandsBranch3	2011351769
AshlandsBush1	-2113381525
AshlandsBush2	-2113381524
AshlandsTree1	870990425
AshlandsTree3	870990427
AshlandsTree4	870990428
AshlandsTree5	870990429
AshlandsTree6	870990430
AshlandsTree6_big	1840491433
AshlandsTreeLog1	-174210823
AshlandsTreeLog2	-1740294764
AshlandsTreeLogHalf1	-1552374362
AshlandsTreeLogHalf2	1176508993
AshlandsTreeStump1	1910273542
AshlandsTreeStump2	-1981409227
AshlandsTreeStump3	747474128
Ashlands_Altar	2102937115
Ashlands_Arch1	408986256
Ashlands_Arch2	812270783
Ashlands_Arch2_Broken1	804880842
Ashlands_Arch2_Broken2	-761203099
Ashlands_ArchRoof	-1381309987
Ashlands_ArchRoofDamaged	-740836646
Ashlands_ArchRoofDamaged_half1	705430107
Ashlands_ArchRoofDamaged_half2	302145580
Ashlands_ArchRoofLong_Damaged	1136425031
Ashlands_Boss_Pillar	1938820621
Ashlands_Boss_Pillar_Twist_broken1	2083417226
Ashlands_Boss_Pillar_Twist_broken2	517333285
Ashlands_Boss_Pillar_Twist_broken3	-1048750656
Ashlands_Floor	518648449
Ashlands_Fortress_Floor	-126365370
Ashlands_Fortress_Gate	-1104038219
Ashlands_Fortress_Gate_Door	-198630732
Ashlands_Fortress_Wall_Pillar	197363609
Ashlands_Fortress_Wall_PillarTop	1951019652
Ashlands_Fortress_Wall_PillarTopStone	-903572179
Ashlands_Fortress_Wall_PillarTopStone_frac	-1159478086
Ashlands_Fortress_Wall_PillarTop_frac	-43038689
Ashlands_Fortress_Wall_Pillar_base	-428075625
Ashlands_Fortress_Wall_Pillar_base_frac	-663740804
Ashlands_Fortress_Wall_Pillar_frac	-38087410
Ashlands_Fortress_Wall_Spikes	145717874
Ashlands_Pillar4	1645765767
Ashlands_Pillar4_tip	107227657
Ashlands_Pillar4_tip2	1891326199
Ashlands_Pillar4_tip2_broken1	1806692262
Ashlands_Pillar4_tip2_broken2	1806692265
Ashlands_Pillar4_tip3	1891326198
Ashlands_Pillar4_tip3_broken1	1798606439
Ashlands_Pillar4_tip3_broken2	1798606440
Ashlands_Pillar4_tip3_broken3	1798606441
Ashlands_Pillar4_tip_broken1	1249954142
Ashlands_Pillar4_tip_broken2	846669615
Ashlands_PillarBase3_double	1114209067
Ashlands_Ramp	252120223
Ashlands_Ruins_Floor_1point5x1point5	-1854673254
Ashlands_Ruins_Floor_1point5x1point5_broken	1220932010
Ashlands_Ruins_Floor_3x3	665283258
Ashlands_Ruins_Floor_3x3_broken1	-375516993
Ashlands_Ruins_Floor_3x3_broken2	1190566948
Ashlands_Ruins_Floor_3x3_broken3	-1538316407
Ashlands_Ruins_Floor_6x6	645080282
Ashlands_Ruins_Floor_6x6_broken1	797695327
Ashlands_Ruins_Floor_6x6_broken2	-1931188028
Ashlands_Ruins_Ramp	83808115
Ashlands_Ruins_Ramp_Upsidedown	2119425612
Ashlands_Ruins_TopStone	-110466087
Ashlands_Ruins_Wall_4x6	-50823844
Ashlands_Ruins_Wall_Broken3_4x6	-1813415923
Ashlands_Ruins_Wall_Broken4_4x6	-1813414648
Ashlands_Ruins_Wall_Broken5_4x6	-1813417849
Ashlands_Ruins_Wall_Top_wHole	1078011425
Ashlands_Ruins_Wall_Window_4x6_broken2	-501159693
Ashlands_Ruins_Wall_Window_4x6_broken3	-2067243634
Ashlands_Ruins_Wall_Window_4x6_broken4	305409361
Ashlands_Ruins_Wall_Window_4x6_broken5	-1260674580
Ashlands_Ruins_Wall_Window_4x6_broken6	1468208775
Ashlands_Ruins_Wall_Windows_Broken_4x6	-900865316
Ashlands_Ruins_twist_ArchBig	259308223
Ashlands_Ruins_twist_PillarBase	1641385580
Ashlands_Ruins_twist_PillarBaseSmall	-230117153
Ashlands_StairsBroad	1867208497
Ashlands_WallBlock	-2089640202
Ashlands_WallBlock_1x2x2	14322530
Ashlands_WallBlock_base	2131499046
Ashlands_Wall_2x2	-2119951934
Ashlands_Wall_2x2_cornerL	1759866742
Ashlands_Wall_2x2_cornerL_top	1126648746
Ashlands_Wall_2x2_cornerR	1759866768
Ashlands_Wall_2x2_cornerR_top	1126679996
Ashlands_Wall_2x2_edge	611243602
Ashlands_Wall_2x2_edge2	-1539806908
Ashlands_Wall_2x2_edge2_top	1446778968
Ashlands_Wall_2x2_edge_top	239144302
Ashlands_Wall_2x2_top	-1234917130
Ashlands_floor_large	-2097945681
Ashlands_floor_large_fractured	1813132348
Ashlands_rock1	-591983307
Ashlands_rock2	-995267834
AskBladder	-2005747631
AskHide	-361463611
Asksvin	673728755
AsksvinCarrionNeck	-518087446
AsksvinCarrionPelvic	116510864
AsksvinCarrionRibcage	1245401458
AsksvinCarrionSkull	111807506
AsksvinEgg	1055620598
AsksvinMeat	1407759366
Asksvin_hatchling	-656027988
Aspect_Bonemass	1354012537
Aspect_Eikthyr	228106059
Aspect_Elder	1021783461
Aspect_Fader	1294360639
Aspect_Moder	-366021778
Aspect_SeekerQueen	-2142465622
Aspect_TentaRoot	971772967
Aspect_Yagluth	-1877606907
AtgeirBlackmetal	275694258
AtgeirBronze	-971799304
AtgeirGold	762077410
AtgeirGoldUncooked	373302220
AtgeirGold_BloodLightning	-150642395
AtgeirGold_FrostFire	-1753353481
AtgeirHimminAfl	-1297235939
AtgeirIron	-1697777810
AtgeirWood	762077939
Axe1h_JotunWarrior	1253063480
Axe1h_JotunWarrior 1	-1027279869
Axe2h_JotunWarrior	-2024979415
AxeBerzerkr	691223085
AxeBerzerkrBlood	1889813487
AxeBerzerkrLightning	-1978837223
AxeBerzerkrNature	-1603971610
AxeBlackMetal	1694548656
AxeBronze	-533689078
AxeEarly	559337483
AxeFlint	-1468314591
AxeGold	-299831528
AxeGoldUncooked	-307065706
AxeGold_BloodLightning	-2035478455
AxeGold_FrostFire	-130477977
AxeHead1	-961758823
AxeHead2	604325118
AxeIron	1790496580
AxeJotunBane	1583975460
AxeStone	-1779108881
AxeWood	170451811
BakedPoteitr	1980195980
BakedPoteitrUncooked	1669940026
BarberKit	-414750720
Barka	-1328822593
BarkaBranch	-1779809973
Barka_Ragdoll	-420887521
Barley	294912805
BarleyFlour	-1702506509
BarleyWine	-1380373382
BarleyWineBase	113986677
BarrelRings	1191998723
Bat	696030471
Bat_Swamp	-1172770058
BatteringRam	-231530696
Battleaxe	1943723324
BattleaxeBlackmetal	-1103504794
BattleaxeCrystal	-1994118106
BattleaxeGold	217474958
BattleaxeGoldUncooked	-76676672
BattleaxeGold_BloodLightning	-1000490225
BattleaxeGold_FrostFire	1369112061
BattleaxeSkullSplittur	1907559578
BattleaxeWood	909991033
Beech1	-493262268
BeechSeeds	1912302441
Beech_Sapling	1170585794
Beech_Stub	747762302
Beech_small1	865557360
Beech_small2	1268841887
Beehive	185590564
Bell	-514974841
BellFragment	227533079
BeltStrength	-460902046
BigBranch	-715878480
BigRock	-1664555947
Bilebag	-111754826
Birch1	-427486029
Birch1_aut	816500238
Birch2	-1993569970
Birch2_aut	-789472993
BirchSeeds	-601117714
BirchStub	-1425208488
Birch_Sapling	-646762577
Birch_log	-1411911791
Birch_log_half	1868061717
Bjorn	2072373495
BjornHide	-161303425
BjornMeat	-181506772
BjornPaw	1440487497
Bjorn_ragdoll	2100428743
Bjorn_sleeping	-2008781657
Bjorn_spiritcaller	112531286
BlackCore	-566038322
BlackForestLocationMusic	-94314950
BlackIceShard_01	1542849890
BlackIceShard_02	-23234051
BlackIce_Core	-1189584370
BlackIce_Core_outer	-25109206
BlackIce_Start	2124704503
BlackMarble	1159653928
BlackMetal	-535733020
BlackMetalScrap	1762081833
BlackSoup	388599790
Blackwood	-1432441312
Blob	829393023
BlobAspect	-1137119769
BlobElite	-249968000
BlobFrost	1551643975
BlobLava	-845950839
BlobLava_explosion	910572819
BlobMork	-321706558
BlobMorkBig	657849680
BlobMorkMini	1545829919
BlobTar	1909245568
BlobVial	-1928195707
BloodGoldKey	473756893
BloodPudding	-1293151425
Bloodbag	248299036
Blueberries	583402574
BlueberryBush	1998010392
Boar	-1670867714
BoarJerky	150066261
Boar_piggy	1076559013
Boar_spiritcaller	697899381
BogWitch	5778863
BogWitchKvastur	-1912866981
BogWitch_Fire_Pit	-1585032212
BoltBlackmetal	-1129651973
BoltBloodGold	1630785751
BoltBone	-1853193749
BoltCarapace	1700229387
BoltCharred	1209084388
BoltIron	1863383
BombBile	1590333336
BombBlob_Frost	-1584006048
BombBlob_Frost_projectile	-100801586
BombBlob_Lava	1550709540
BombBlob_Lava_projectile	-743342626
BombBlob_Morkhalla	-666107875
BombBlob_Morkhalla_projectile	1056070031
BombBlob_Poison	-717263366
BombBlob_PoisonElite	1421903471
BombBlob_PoisonElite_projectile	-530744255
BombBlob_Poison_projectile	1442705152
BombBlob_Tar	-1964538407
BombBlob_Tar_projectile	-1627779525
BombDynamite	1023263269
BombLava	750264696
BombOoze	-96710263
BombSiege	-1449951241
BombSmoke	1084066905
BoneFragments	1190462933
BoneMawSerpentMeat	1679463535
BonePileSpawner	1577361568
BonePileSpawner_swamp	-1417668051
Bonemass	-146537656
BonemawSerpent	1255899486
BonemawSerpentScale	-2094570284
BonemawSerpentTooth	506454164
BonemawSerpent_breath_aoe	-599910919
BonemawSerpent_projectile	-1437157460
BossStone_Bonemass	-1521109453
BossStone_DragonQueen	1216631312
BossStone_Eikthyr	-1399780559
BossStone_Fader	1230282261
BossStone_TheElder	-1784287464
BossStone_TheQueen	-774724014
BossStone_Yagluth	-636214073
Bow	1502599522
BowAshlands	-421851952
BowAshlandsBlood	-715879556
BowAshlandsRoot	642947408
BowAshlandsStorm	-1559428633
BowDraugrFang	-1470815101
BowFineWood	1304037785
BowGold	-817046848
BowGoldUncooked	-1596005754
BowGold_BloodLightning	-1956319569
BowGold_FrostFire	1370905601
BowHuntsman	1410944776
BowSpineSnap	-49112013
Bread	1185250548
BreadDough	-787066183
Bronze	-630222754
BronzeNails	-1729390917
BronzeScrap	4675961
BugMeat	528336477
Bush01	548904977
Bush01_deepnorth	1352094273
Bush01_heath	-1798873102
Bush02_en	-136568224
CandleWick	1533665363
Candle_resin	585806441
Candle_resin_bogwitch	644389765
CapeAsh	-599163751
CapeAsksvin	-1773030036
CapeDeepNorth	1865694990
CapeDeepNorthMage	-229057792
CapeDeerHide	1624045309
CapeFeather	2134397716
CapeLinen	-1893623813
CapeLox	1726435208
CapeOdin	-320326905
CapeTest	1790203521
CapeTrollHide	-1068315380
CapeWolf	-2108127691
Carapace	662706540
CargoCrate	-366938831
Carrot	1209145989
CarrotSeeds	-743867699
CarrotSoup	248039118
Cart	49675204
CastleKit_braided_box01	-1807421665
CastleKit_brazier	709785924
CastleKit_groundtorch	1477467946
CastleKit_groundtorch_blue	-925784261
CastleKit_groundtorch_green	-524464010
CastleKit_groundtorch_unlit	1814971431
CastleKit_metal_groundtorch_unlit	1312507201
CastleKit_pot03	206059549
Catapult	1146805026
Catapult_Ammo_BloodGold	-171195636
Catapult_Ammo_BloodGold_Projectile	346208710
Catapult_Ammo_BloodGold_Projectile_AOE	925095330
Catapult_Ammo_Projectile	1795872529
Catapult_Ammo_Projectile_AOE	-365863915
Catapult_ammo	-2021190469
Catapult_projectile	-661368636
CelestialFeather	-1747874743
CeramicPlate	-559501202
Chain	1534575709
ChainLightning	-376855183
ChainLightningRed	-1947076882
CharcoalResin	1051414138
CharredBanner1	-2010027434
CharredBanner2	718855921
CharredBanner3	-847228020
CharredBone	443137929
CharredCogwheel	-881507777
Charred_Archer	396764791
Charred_Archer_Fader	-157852226
Charred_Breastplate	-616503917
Charred_Helmet	-817274387
Charred_HipCloth	-1704281991
Charred_Mage	-1182427104
Charred_MageCloths	-569203087
Charred_Melee	-1073412722
Charred_Melee_Dyrnwyn	-222214338
Charred_Melee_Fader	-235345157
Charred_Melee_Ragdoll	776046082
Charred_Twitcher	-967197066
Charred_Twitcher_Summoned	801248271
Charred_altar_bellfragment	1504634878
Charredfortress_LOD	-919427473
Charredskull	1628953990
Chest	-696914899
Chicken	1534661025
ChickenEgg	-361224582
ChickenMeat	1828514878
Chitin	-91716071
Cinder	-1012338385
CinderSky	-2113496644
CinderStorm	1870984840
Cinder_campfire	1966933295
Cloudberry	-1899504733
CloudberryBush	940750515
Club	829393066
Coal	204392453
Coins	1554778960
CookedAsksvinMeat	-1497409489
CookedBjornMeat	-335094221
CookedBoneMawSerpentMeat	-84633224
CookedBugMeat	-1431804988
CookedChickenMeat	-68620523
CookedDeerMeat	-1559009424
CookedEgg	694889784
CookedHareMeat	264964714
CookedLoxMeat	-687491193
CookedMeat	-90783900
CookedMooseMeat	1642727523
CookedSealBlubber	-1338285604
CookedVoltureMeat	-1228635177
CookedWolfMeat	-1357090580
Copper	1428605659
CopperOre	1868171867
CopperScrap	-2143218796
CreepProp_egg_hanging01	1253270340
CreepProp_egg_hanging02	1253270339
CreepProp_entrance1	1628302764
CreepProp_entrance2	1628302761
CreepProp_hanging01	166421754
CreepProp_wall01	388304576
CrossbowArbalest	-259499256
CrossbowGold	-1772962080
CrossbowGoldUncooked	-1487307674
CrossbowGold_BloodLightning	620649197
CrossbowGold_FrostFire	-866386933
CrossbowRipper	-2146687212
CrossbowRipperBlood	746058840
CrossbowRipperLightning	-214845366
CrossbowRipperNature	-887056399
Crow	903556745
CrownJewel	994041724
CryptKey	1014536855
Crystal	908712672
Cultivator	-1130499279
CuredSquirrelHamstring	-1473823425
DG_AshlandRuins	-168454256
DG_Cave	497418925
DG_DvergrBoss	-985216323
DG_DvergrTown	90381292
DG_ForestCrypt	-1277205767
DG_FortressRuins	-1543667613
DG_GoblinCamp	322846882
DG_HalfBurried_ForestCrypt	172714034
DG_Hildir_Cave	-35232328
DG_Hildir_ForestCrypt	187194532
DG_Hildir_PlainsFortress	450035874
DG_Hole	-1740720110
DG_MeadowsFarm	-1118485742
DG_MeadowsVillage	797712294
DG_MorkHalla	-1519599025
DG_NorthVillage	-1250350241
DG_SunkenCrypt	-446811472
Dandelion	1288940892
Deathsquito	-1609638819
Deathsquito_sting	-361803535
Deer	291594142
DeerGodExplosion	648911439
DeerHide	705284766
DeerMeat	-1519557673
DeerStew	-1170233273
Deer_White	319473652
Demister	23489701
Dragon	-408509179
DragonEgg	-1736688790
DragonTear	-1719994617
Draugr	505464631
Draugr_Elite	437915453
Draugr_Elite_sleeping	-922646739
Draugr_Ranged	515141415
Draugr_Ranged_sleeping	1557339751
Draugr_elite_ragdoll	124978337
Draugr_ragdoll	1394133807
Draugr_ranged_ragdoll	-2052189689
Draugr_sleeping	-205105961
Dverger	1283200037
DvergerArbalest	-704394069
DvergerArbalest_projectile	-307893503
DvergerArbalest_shoot	-1462438309
DvergerArbalest_shootAshlands	506210133
DvergerArbalest_shootDeepNorth	1371090206
DvergerAshlands	-2044325125
DvergerDeepNorth	-1560510124
DvergerHairFemale	970414861
DvergerHairFemale_Redhair	-1278854365
DvergerHairMale	-584341638
DvergerHairMale_Redbeard	-1630747580
DvergerMage	1911030203
DvergerMageFire	-798778629
DvergerMageIce	-1727895168
DvergerMageSupport	1379665520
DvergerStaffBlocker_blockCircle	1299032657
DvergerStaffBlocker_blockCircleBig	275601489
DvergerStaffBlocker_blockHemisphere	-1230384245
DvergerStaffBlocker_blockU	2105931020
DvergerStaffBlocker_blockWall	-981014735
DvergerStaffBlocker_projectile	-936573297
DvergerStaffFire	701604739
DvergerStaffFire_clusterbomb_aoe	1163892070
DvergerStaffFire_clusterbomb_projectile	-1589283964
DvergerStaffFire_fire_aoe	1452519224
DvergerStaffFire_fireball_projectile	-1933363631
DvergerStaffHeal	1703038983
DvergerStaffHeal_aoe	1931377867
DvergerStaffIce	24503566
DvergerStaffIce_projectile	1141102516
DvergerStaffNova_aoe	-1543403955
DvergerStaffSupport	2132636350
DvergerStaffSupport_aoe	2122935794
DvergerSuitArbalest	-1728158308
DvergerSuitArbalest_Ashlands	1402895833
DvergerSuitFire	-993981138
DvergerSuitIce	-1862079955
DvergerSuitSupport	901023621
DvergerTest	1924585071
Dverger_ragdoll	-1261409471
DvergrKey	1896448127
DvergrKeyFragment	-2105977201
DvergrNeedle	676297687
DyrnwynBladeFragment	51600563
DyrnwynHiltFragment	873438154
DyrnwynTipFragment	917755518
Ectoplasm	153820886
Eikthyr	-938588874
Eitr	1985543946
Elaking	2130638987
ElakingHairBundle	165964137
ElakingLantern	2047147073
ElakingMole	1508538630
ElakingMole_Ragdoll	889782362
ElakingMole_Sandcloud_Projectile	-940897264
Elaking_AttackJump	225915398
Elaking_AttackLantern	1304391106
Elaking_Ragdoll	-1767464549
ElderBark	938726216
Enemy_Barka_Attack_BackSlam	675842484
Enemy_Barka_Attack_HeavyImpact	97112367
Enemy_Barka_Attack_HeavySwings	715666
Enemy_Barka_Attack_SlamDrive	1552397001
Enemy_Barka_Attack_WhipFlurry	866332476
Enemy_Barka_Attack_WhipSlam	960975219
Enemy_Barka_Death	2066213905
Enemy_Barka_Death_Debris	-1718923699
Enemy_Barka_Footstep	444876721
Enemy_Barka_Hurt	-1621009864
Enemy_Barka_Idle	1087412201
Enemy_Barka_Verse_Death	1000513637
Entrails	-1985632376
EvilHeart_Forest	-2106312224
EvilHeart_Swamp	552253847
Eyescream	1317085082
FW_ArmorBronzeChest	241007178
FW_ArmorBronzeLegs	1623947436
FW_ArmorFenringChest	-17086017
FW_ArmorFenringLegs	-1225845817
FW_ArmorMageChest	749414456
FW_ArmorMageChest_Ashlands	-726883941
FW_ArmorMageLegs	1211883190
FW_ArmorMageLegs_Ashlands	1712619415
FW_ArmorPaddedCuirass	843294981
FW_ArmorPaddedGreaves	1801938462
FW_ArmorTrollLeatherChest	1462279046
FW_ArmorTrollLeatherLegs	-397104376
FW_AxeBronze	-2035958018
FW_BattleaxeCrystal	858335442
FW_BowDraugrFang	-417141123
FW_CapeLinen	-99334795
FW_CapeTrollHide	1531652172
FW_CapeWolf	1641375539
FW_HelmetBronze	-1358854099
FW_KnifeSilver	1660745734
FW_KnifeSkollAndHati	-198785231
FW_ShieldBlackmetalTower	297160194
FW_StaffFireball	-1008846153
FW_StaffLightning	1580444482
FW_SwordBlackmetal	-364332763
Fader	-1779165830
FaderDrop	1749379817
FaderEmber	-1744531519
Fader_DroppedFire_AOE	564805075
Fader_Fissure_AOE	886357138
Fader_Flamebreath_AOE	-743414540
Fader_Jump_AOE	917007069
Fader_MeteorSmash_AOE	-1086888377
Fader_Roar_Projectile	-40956237
Fader_WallOfFire_AOE	-845337098
FallenValkyrie	1447842535
FallenValkyrie_projectile_explosion	1476683611
FallenWarrior	-1991759242
FeastAshlands	1694237039
FeastAshlands_Material	-2129772541
FeastBlackforest	1684386071
FeastBlackforest_Material	-1873543957
FeastDeepNorth	-691992010
FeastDeepNorth_Material	-313067966
FeastMeadows	-1160177777
FeastMeadows_Material	949079627
FeastMistlands	-108963526
FeastMistlands_Material	948710046
FeastMountains	-389271919
FeastMountains_Material	-1120477775
FeastOceans	-881616646
FeastOceans_Material	-936973414
FeastPlains	-441349860
FeastPlains_Material	-1494080700
FeastSwamps	517587124
FeastSwamps_Material	111462848
Feaster	-802427598
Feathers	-1792723966
Fenring	1388670159
FenringIceNova_aoe	-1892863254
Fenring_Cultist	-1237836442
Fenring_Cultist_Hildir	-2038185967
Fenring_Cultist_Hildir_nochest	1439095512
Fenring_attack_flames_aoe	-2089404025
Fenring_attack_frost_aoe	2038439599
Fenring_cultist_ragdoll	1571536938
Fenring_cultist_ragdoll_hildir	1887186093
Fenring_ragdoll	-870478745
FernAshlands	-261129959
FernFiddleHeadAshlands	-988026413
Fiddleheadfern	1218332729
FierySvinstew	-1596182882
FimbulvinterOrb	-1850359322
FimbulvinterOrb_start	-1846467061
FineWood	212315135
FirCone	183471488
FirConeFrost	501188774
FirTree	1185163063
FirTree_Big_log	-1351158385
FirTree_Big_plantable_Stub	-12740479
FirTree_Sapling	-2139814576
FirTree_Snow_Stub	1844283300
FirTree_Snow_log	1064726330
FirTree_Snow_log_half	-375407498
FirTree_Stub	-2025597564
FirTree_big	15522266
FirTree_big_Sapling	825693825
FirTree_big_log_half	511909691
FirTree_log	-1147276818
FirTree_log_half	-755748398
FirTree_oldLog	1051479931
FirTree_oldLog_deepnorth	-1497576765
FirTree_small	888684615
FirTree_small_dead	-367866354
Fire	-837447586
FireFlies	-1931516595
FireworksRocket_Blue	115692907
FireworksRocket_Cyan	1944157002
FireworksRocket_Green	348302960
FireworksRocket_Purple	-232359017
FireworksRocket_Red	-1742513904
FireworksRocket_White	-1372515538
FireworksRocket_Yellow	-1287554715
Fish1	109649205
Fish10	-1859318427
Fish11	-293234486
Fish12	1272849455
Fish2	109649206
Fish3	109649207
Fish4_cave	58693868
Fish5	109649209
Fish6	109649210
Fish7	109649211
Fish8	109649212
Fish9	109649213
FishAndBread	-1490899117
FishAndBreadUncooked	897133405
FishAnglerRaw	1399738207
FishCooked	-1292410483
FishRaw	-535377778
FishSoup	103625373
FishWraps	-1650135981
FishingBait	2120058096
FishingBaitAshlands	459717098
FishingBaitCave	1592185747
FishingBaitDeepNorth	-772726327
FishingBaitForest	-1630963917
FishingBaitMistlands	-550229671
FishingBaitOcean	-1724877534
FishingBaitPlains	1796124627
FishingBaitSwamp	1812383840
FishingRod	2095458909
FishingRodFloat	-2128965567
FishingRodFloatProjectile	1255402074
FistBjornClaw	-607373006
FistBjornUndeadClaw	405688673
FistFenrirClaw	-1721646831
FistGold	690355706
FistGoldUncooked	1456458328
FistGold_BloodLightning	-987977923
FistGold_FrostFire	1990120219
Flametal	-1619429742
FlametalNew	24890812
FlametalOre	-22163406
FlametalOreNew	-798024644
FlametalRockstand	-1820912021
FlametalRockstand_frac	1243935330
Flax	1635961943
Flies	-1711908779
Flint	-952393887
FragrantBundle	1571152787
FreezeGland	-2107335129
FreshSeaweed	-288702580
FrostCavesShrineReveal	1491287432
FrostCore	406575291
FrostWisp	1959362465
FrostWisp_Storm	-1497788723
Frostwood	-1172288417
FrozenFuel	-607335860
FrozenGD	-699293935
FrozenKing	427596877
FrozenKingDrop	552921714
FrozenKing_P2_Projectile_Bonemass	776003015
FrozenKing_P2_Projectile_Eikthyr	-136529571
FrozenKing_P2_Projectile_Elder	-1609449773
FrozenKing_P2_Projectile_Fader	472938705
FrozenKing_P2_Projectile_Moder	1297712028
FrozenKing_P2_Projectile_Queen	-1722279785
FrozenKing_P2_Projectile_Yagluth	1326124595
FrozenKing_Summon	-1497849711
FrozenKing_p2	1362246162
FrozenKing_p3	1362246161
FrozenSkeleton_Pose1	-189668
FrozenSkeleton_Pose2	403094859
Frysling	-345894198
GemstoneBlue	-1578654542
GemstoneGreen	316605279
GemstoneRed	-1838985169
GenericMoldUncooked	-1064611251
Ghost	-696918929
GhostSkull	-1720261374
Ghost_Void	1386537720
Ghost_old	1209504723
Ghost_sleeping	821184559
GiantBloodSack	-1523551927
Gjall	8893374
GlowWorm	-1005025740
GlowingMushroom	-1457187493
Goblin	-137741679
GoblinArcher	-1508843442
GoblinArmband	1639499022
GoblinBrute	-939999423
GoblinBruteBros	921373705
GoblinBruteBros_Attack	-413434122
GoblinBruteBros_RageAttack	-758137609
GoblinBruteBros_nochest	1340531278
GoblinBrute_ArmGuard	801523509
GoblinBrute_Attack	1626038296
GoblinBrute_Backbones	-1141183846
GoblinBrute_ExecutionerCap	1057188125
GoblinBrute_Hildir	-851635044
GoblinBrute_Hildir_ragdoll	-1716809640
GoblinBrute_HipCloth	-1678144185
GoblinBrute_LegBones	-1023139695
GoblinBrute_RageAttack	1750141103
GoblinBrute_ShoulderGuard	886640797
GoblinBrute_Taunt	422634212
GoblinBrute_ragdoll	195844421
GoblinClub	1243528541
GoblinClubDeepNorth	-1343508046
GoblinDeepNorth	1525382458
