# Every name the catalogue is known to contain, so a runtime report can be
# reconciled against it by identity rather than by a plausible total.
# Exact capitalisation, never folded: MWL_MaypoleHut1 and MWL_MayPoleHut1 are
# two lookups and one of them is a registration failure.
#
# name TAB pack TAB declared-in-the-input-source
# 'declared' is what the INPUT recorded; the runtime decides for itself whether
# a definition exists, and a disagreement is a finding, not a correction.
#source 8c3d39ccb1c293218e68a5ac04014b7a6eb82cf2
#audit de03143db6f43d59de7371ed9d0fea2be94ecc52c7fda8a9003760a038e062a6
#definitions d18cbf8c4fa50c52f12f8f3654f13478828b799e9126d387036b8023643cbf89
MWL_MeadowsFarm1	Meadows	1
MWL_MeadowsHouse2	Meadows	1
MWL_MeadowsLighthouse1	Meadows	1
MWL_MeadowsRuin1	Meadows	1
MWL_MeadowsSawmill1	Meadows	1
MWL_MeadowsTavern1	Meadows	1
MWL_MeadowsTomb1		0
MWL_MeadowsTomb4	Meadows	1
MWL_MeadowsTower1	Meadows	1
MWL_MeadowsTrainer1	Trainers	1
MWL_MeadowsWall1	Meadows	1
MWL_MinddripHallow1	Plains	1
MWL_MistFort2	Mistlands	1
MWL_MistHut1	Mistlands	1
MWL_MistHut2	Mistlands	1
MWL_MistPond1	Mistlands	1
MWL_MistShrine1	Mistlands	1
MWL_MistTower1	Mistlands	1
MWL_MistTower2	Mistlands	1
MWL_MistTrainer1	Trainers	1
MWL_MistWall1	Mistlands	1
MWL_MistWorkshop1	Mistlands	1
MWL_MistlandsBlacksmith1	Traders	1
MWL_MountainCultShrine1	Mountains	1
MWL_MountainDvergrShrine1	Mountains	1
MWL_MountainDvergrShrine2	Mountains	1
MWL_MountainOverlook1	Mountains	1
MWL_MountainShrine1	Mountains	1
MWL_MountainsAedicule1	Mountains	1
MWL_MountainsBlacksmith1	Traders	1
MWL_MountainsHogan1	Mountains	1
MWL_MountainsPagota1	Mountains	1
MWL_MountainsTower1	Mountains	1
MWL_OakHut1	Meadows	1
MWL_OceanTavern1	Traders	1
MWL_PlainsArena2	Plains	1
MWL_PlainsCamp1	Traders	1
MWL_PlainsOracle1	Plains	1
MWL_PlainsPillar1	Plains	1
MWL_PlainsTavern1	Traders	1
MWL_PlainsTrainer1	Trainers	1
MWL_Port1	Ports	1
MWL_Port2	Ports	1
MWL_Port3	Ports	1
MWL_Port4	Ports	1
MWL_Port5	Ports	1
MWL_Port6	Ports	1
MWL_RockGarden1	Plains	1
MWL_RockShrine1	BlackForest	1
MWL_RootRuins1	BlackForest	1
MWL_RootsTower1	BlackForest	1
MWL_RootsTower2	BlackForest	1
MWL_RuinedRootTower5	BlackForest	1
MWL_RuinedTower1	BlackForest	1
MWL_Ruins1	Meadows	1
MWL_Ruins2	Meadows	1
MWL_Ruins3	Meadows	1
MWL_Ruins6	Meadows	1
MWL_Ruins7	Meadows	1
MWL_Ruins8	Meadows	1
MWL_RuinsArena1	Meadows	1
MWL_RuinsArena2	BlackForest	1
MWL_RuinsArena3	Meadows	1
MWL_RuinsCastle1	BlackForest	1
MWL_RuinsCastle3	BlackForest	1
MWL_RuinsChurch1	Meadows	1
MWL_RuinsChurch2	Mountains	1
MWL_RuinsTower3	BlackForest	1
MWL_RuinsTower6	BlackForest	1
MWL_RuinsTower8	BlackForest	1
MWL_RuinsWell1	Meadows	1
MWL_SecretRoom1	Mistlands	1
MWL_Shipyard1	Swamp	1
MWL_SmallHouse1	Meadows	1
MWL_SmallMeadowHouse1	Meadows	1
MWL_StoneAltar1	Mountains	1
MWL_StoneBeacon1	Swamp	1
MWL_StoneCastle1	Mountains	1
MWL_StoneCircle1	Swamp	1
MWL_StoneFormation1	BlackForest	1
MWL_StoneFort1	Mountains	1
MWL_StoneHall1	Mountains	1
MWL_StoneShrine2	Meadows	1
MWL_StoneTavern1	Mountains	1
MWL_StoneTopHouse1	Plains	1
MWL_StoneTower1	Mountains	1
MWL_StoneTower2	Mountains	1
MWL_StoneTower3	BlackForest	1
MWL_StoneTowerRuins1	BlackForest	1
MWL_StoreHouseStone1	Meadows	1
MWL_SupplyBarn1	BlackForest	1
MWL_SwampAltar1	Swamp	1
MWL_SwampAltar2	Swamp	1
MWL_SwampAltar3	Swamp	1
MWL_SwampAltar4	Swamp	1
MWL_SwampBrokenTower1	Swamp	1
MWL_SwampBrokenTower3	Swamp	1
MWL_SwampCastle1		0
MWL_SwampCastle2	Swamp	1
MWL_SwampChurch1		0
MWL_SwampCourtyard1	Swamp	1
MWL_SwampGrave1	Swamp	1
MWL_SwampHouse1	Swamp	1
MWL_SwampRuin1	Swamp	1
MWL_SwampStakeFort1	Swamp	1
MWL_SwampTemple1	Swamp	1
MWL_SwampTemple2		0
MWL_SwampTower1	Swamp	1
MWL_SwampTower2	Swamp	1
MWL_SwampTower3	Swamp	1
MWL_SwampTrainer1	Trainers	1
MWL_SwampTreeHut1	Swamp	1
MWL_SwampWell1	Swamp	1
MWL_Tavern1	BlackForest	1
MWL_TempleShrine1	Mountains	1
MWL_TreeTowers1	Swamp	1
MWL_Treehouse1	Swamp	1
MWL_VikingSacrifice1	Meadows	1
MWL_WoodBarn1	Mountains	1
MWL_WoodFarm1	Mountains	1
MWL_WoodHouse1	Mountains	1
MWL_WoodTower1	BlackForest	1
MWL_WoodTower2	BlackForest	1
MWL_WoodTower3	BlackForest	1
